RecordNumber	Tags	Indicators	Content	
107	490	0\	$aGendai kyōyō bunko ;$v1581
107	653	\\	$6880-02$aKyōseirōdō.
107	653	\\	$6880-03$aHanaokakōzan.
107	700	1\	$6880-04$aNozoe, Kenji,$d1935-
107	880	00	$6245-01$a花岡事件の人たち :$b中国人強制連行の記錄 /$c野添憲治著.
107	880	\\	$6653-02$a強制労働.
107	880	\\	$6653-03$a花岡鉱山.
107	880	1\	$6700-04$a野添憲治,$d1935-
107	988	\\	$a20021216
107	906	\\	$0MH
			
108	LDR		00307nas a22001215u 4500
108	001		008103744-9
108	005		20020606104010.5
108	008		990611c19969999fr\||\|||\\\\|||||||fre|d
108	022	\\	$a1286-6911
108	245	00	$aD'Ossétie et d'alentour.
108	260	\\	$aParis :$bAssociation ossète en France,$c1996-
108	988	\\	$a20020608
108	906	\\	$0MH
			
109	LDR		00884nam a2200277 a 4500
109	001		008103848-8
109	005		20020606104010.5
109	008		981218s1997\\\\fr\a\\\\\b\\\\010\0\fre\\
109	010	\\	$a   98232723 
109	020	\\	$a2711128229
109	035	0\	$aocm38478725
109	040	\\	$aDLC$cDLC$dDLC
109	042	\\	$apcc
109	043	\\	$ae-fr---
109	050	00	$aKJV3721$b.M48 1997
109	245	00	$aMettre l'homme au cœur de la justice :$bhommage à André Braunschweig.
109	260	\\	$aParis :$bAssociation française pour l'histoire de la Justice :$bLitec,$cc1997.
109	300	\\	$axi, 266 p. :$bill. ;$c24 cm.
109	504	\\	$aIncludes bibliographical references (p. [259]-263).
109	600	10	$aBraunschweig, André.
109	650	\0	$aJustice, Administration of$zFrance.
109	650	\0	$aJudges$zFrance.
109	690	\9	$aFestschrift. Braunschweig, André.$5law
109	700	1\	$aBraunschweig, André.
109	988	\\	$a20020608
109	906	\\	$0DLC
			
110	LDR		00876aam a2200277 a 4500
110	001		008103955-7
110	005		20020606104010.5
110	008		980806s1997\\\\hu\\\\\\\l\\\\000\0\hun\\
110	010	\\	$a   98180463 
110	020	\\	$a9639093025
110	035	0\	$aocm39849733
110	040	\\	$aDLC$cDLC
110	043	\\	$ae-hu---
110	050	00	$aKKF940$b.A28 1997
110	110	1\	$aHungary.
110	245	10	$aPénz- és tőkepiaci jogszabályok gyűjteménye :$baz 1997. április 15-ig megjelent törvények és jogszabályok /$c[szerkesztette, Dobi Katalin].
110	260	\\	$aBudapest :$bGeopen,$c1997.
110	300	\\	$a934 p. ;$c22 cm.
110	650	\0	$aBanking law$zHungary.
110	650	\0	$aSecurities$zHungary.
110	650	\0	$aMoney$xLaw and legislation$zHungary.
110	650	\0	$aCapital market$xLaw and legislation$zHungary.
110	655	\7	$aStatutes and codes.$2lcgft
110	700	1\	$aDobi, Katalin.
110	988	\\	$a20020608
110	906	\\	$0DLC
			
111	LDR		00814nam a2200253Ia 4500
111	001		008104057-1
111	005		20020606104010.5
111	008		990629s1998\\\\gr\a\\\\\\\\\\000\0\greod
111	020	\\	$a9600107327
111	035	0\	$aocm41625894
111	040	\\	$aHJ0$cHJ0$dHLS
111	050	\4	$aPA5610.A47$bZ488 1988
111	090	\\	$aPA5610.A47$bZ488 1988
111	100	1\	$aAgras, Tellos,$d1899-1944.
111	245	10	$aNeanikē allēlographia Tellou Agra kai Kōsta Ath. Michaēlidē /$c[epimeleia] Geōrgios D. Kapsalēs.
111	250	\\	$a1. ekd.
111	260	\\	$aAthēna :$bGutenberg,$c1998.
111	300	\\	$a243 p. :$bill. ;$c21 cm.
111	600	10	$aAgras, Tellos,$d1899-1944$vCorrespondence.
111	600	10	$aMichaēlidēs, Kōstas Ath.$vCorrespondence.
111	700	1\	$aMichaēlidēs, Kōstas Ath.
111	700	1\	$aKapsalis, Georgios D.
111	988	\\	$a20020608
111	906	\\	$0OCLC
			
112	LDR		00626nas a2200205ui 4500
112	001		008104166-7
112	005		20020604113839.0
112	008		000926u19uuuuuucc\sr\p\\\\\\\0\\|\0chi\d
112	035	0\	$aocm45079370
112	040	\\	$a*YNH*$c*YNH*$dCStRLIN
112	245	00	$6880-01$aXiao shuo ban yue kan.
112	260	\\	$6880-02$aShanghai :$bDa zhong chu ban she.
112	300	\\	$ano. :$bill., port., table ;$c30 cm.
112	310	\\	$aSemimonthly
112	710	2\	$6880-03$aDa zhong chu ban she, Shanghai.
112	880	00	$6245-01$a小說半月刋.
112	880	\\	$6260-02$a上海 :$b大衆出版社.
112	880	2\	$6710-03$a大衆出版社, Shanghai.
112	988	\\	$a20021201
112	906	\\	$0MH
			
113	LDR		01081nas a2200277 a 4500
113	001		008104267-1
113	005		20020604113839.0
113	008		841228c19uu9999cc\uu\p\\\\\\\0\\|e0chi\\
113	010	\\	$a84643412 /ACN
113	035	0\	$aocm11529995
113	037	\\	$bXin hua shu dian, Nei Menggu, China
113	040	\\	$aDLC$cDLC$d*YNH*$dCStRLIN
113	042	\\	$alc
113	050	00	$aPL3031.I52$bN44
113	245	00	$6880-01$aNei Menggu duan pian xiao shuo xuan /$cZhongguo zuo jia xie hui Nei Menggu fen hui bian.
113	260	\\	$6880-02$aHuhehaote :$bNei Menggu ren min chu ban she,
113	300	\\	$av. ;$c20 cm.
113	500	\\	$aDescription based on: 1981 nian.
113	650	\0	$aShort stories, Chinese$zChina$zInner Mongolia$vPeriodicals.
113	650	\0	$aChinese fiction$y20th century$vPeriodicals.
113	710	2\	$6880-03$aZhongguo zuo jia xie hui.$bNei Menggu Zizhiqu fen hui.
113	880	00	$6245-01$a內蒙古短篇小说选 /$c中国作家协会內蒙古分会编.
113	880	\\	$6260-02$a呼和浩特 :$b內蒙古人民出版社,
113	880	2\	$6710-03$a中国作家协会.$b內蒙古自治区分会.
113	988	\\	$a20021201
113	906	\\	$0DLC
			
114	LDR		00620nam a2200193 a 4500
114	001		008104369-4
114	005		20020606104010.5
114	008		990611s1997\\\\gr\a\\\\\b\\\\000|0\greod
114	035	0\	$aocm42822008
114	043	\\	$ae-gr---
114	100	1\	$aNatsios, Dēmētrios Th.,$d1940-
114	245	10	$aChronologio tēs Lamias /$cDēmētriou Th. Natsiou.
114	246	34	$aChronologio tēs Lamias, 6os ai. p.Ch.-sēmera
114	260	\\	$aLamia :$bEkdoseis Vivliopōleio ""To Lychnari"",$c1997.
114	300	\\	$a48 p. :$bill. ;$c21 cm.
114	504	\\	$aIncludes bibliographical references (p. 47).
114	651	\0	$aLamia (Greece)$xHistory.
114	988	\\	$a20020608
114	906	\\	$0MH
			
115	LDR		00542nam a22001815u 4500
115	001		008104477-1
115	005		20020606104010.5
115	008		990613|1998\\\\fr\\\\\\\\\\\|||||||fre|d
115	020	\\	$a2091910090
115	100	1\	$aLeroy, Géraldi.
115	245	14	$aLes écrivains et l'histoire, 1919-1956 /$cGéraldi Leroy ; sous la direction d Claude Thomasset.
115	260	\\	$aParis :$bNathan,$c1998.
115	300	\\	$a127 p.
115	490	1\	$aCollection 128 ;$v189.$aLettres
115	830	\0	$aCollection 128 ;$v189.
115	830	\0	$aCollection 128.$pLettres.
115	988	\\	$a20020608
115	906	\\	$0MH
			
116	LDR		00866cam a2200265 a 4500
116	001		008104579-4
116	005		20050323092803.0
116	008		981027s1998\\\\sp\a\\\\\\\\\\000\1\spa\c
116	020	\\	$a8420429961
116	035	0\	$aocm40226834
116	040	\\	$aI5B$cI5B$dPL#$dUOK$dZCU
116	042	\\	$apcc
116	050	\4	$aPC3942.29.I46$bM85 1998
116	100	1\	$aSimó, Isabel-Clara,$d1943-
116	245	10	$aMujeres /$cIsabel-Clara Simó.
116	260	\\	$aMadrid :$bGrupo Santillana de Ediciones,$cc1998.
116	300	\\	$a195 p. :$bill. ;$c24 cm.
116	490	1\	$aExtra Alfaguara
116	500	\\	$aShort stories.
116	650	\0	$aSpanish literature$y20th century.
116	650	\0	$aShort stories, Spanish$y20th century.
116	776	08	$iOnline version:$aSimó, Isabel-Clara, 1943-$tMujeres.$dMadrid : Grupo Santillana de Ediciones, ©1998$w(OCoLC)607135781
116	830	\0	$aExtra Alfaguara.
116	988	\\	$a20020608
116	906	\\	$0OCLC
			
117	LDR		00988cam a2200289 a 4500
117	001		008104686-3
117	005		20040902150715.0
117	008		990508s1998\\\\sp\\\\\\\b\\\\000\0\spa\\
117	010	\\	$a   99204640 
117	020	\\	$a8478467459
117	035	0\	$aocm39914738
117	040	\\	$aDLC$cDLC$dDLC
117	043	\\	$ae-sp---
117	045	\\	$at7t9
117	050	00	$aLF4697$b.A54 1998
117	082	00	$a378.46/25$221
117	100	1\	$aAlejo Montes, Francisco Javier.
117	245	13	$aLa Universidad de Salamanca bajo Felipe II, 1575-1598 /$cFrancisco Javier Alejo Montes.
117	260	\\	$a[Spain] :$bJunta de Castilla y León, Consejería de Educación y Cultura,$c1998.
117	300	\\	$a335 p. ;$c25 cm.
117	490	1\	$aEstudios de historia
117	504	\\	$aIncludes bibliographical references (p. [329]-335).
117	610	20	$aUniversidad de Salamanca$xHistory$y16th century.
117	650	\0	$aEducation and state$zSpain$zSalamanca$xHistory$y16th century.
117	830	\0	$aEstudios de historia (Valladolid, Spain)
117	988	\\	$a20031007
117	906	\\	$0DLC
			
118	LDR		01590nam a2200301 a 4500
118	001		008104792-4
118	005		20020606104010.5
118	008		990518s1999\\\\fr\\\\\\\\\\\\001\0\fre\d
118	020	\\	$a2735504069
118	035	0\	$aocm41507567
118	043	\\	$ae-fr---
118	100	1\	$aBouloiseau, Marc.
118	245	10	$aIndex général des quatre volumes de Supplément au Recueil des actes du comité de salut public /$cpar Marc Bouloiseau ; sous la direction de Marcel Dorigny.
118	260	\\	$aParis :$bEditions du CTHS,$c1999.
118	300	\\	$a117 p. ;$c28 cm.
118	490	1\	$aMémoires et documents / Commission d'histoire de la Révolution française,$x1246-7022
118	651	\0	$aFrance$xHistory$yRevolution, 1789-1799$xSources$vIndexes.
118	610	10	$aFrance.$bConvention nationale.$bComité de salut public$xHistory$xSources$vIndexes.
118	600	10	$aBouloiseau, Marc.$tSupplément au Recueil des actes du Comité de salut public$vIndexes.
118	610	10	$aFrance.$bConvention nationale.$bComité de salut public.$tRecueil des actes du Comité de salut public$vIndexes.
118	610	10	$aFrance.$bConvention nationale.$bConseil exécutif provisoire$xCorrespondence$xIndexes.
118	700	1\	$aDorigny, Marcel.
118	700	1\	$aBouloiseau, Marc.$tSupplément au Recueil des actes du Comité de salut public.
118	710	1\	$aFrance.$bConvention nationale.$bComité de salut public.$tRecueil des actes du Comité de salut public.
118	710	1\	$aFrance.$bConvention nationale.$bConseil exécutif provisoire.
118	830	\0	$aMémoires et documents (France. Commission d'histoire de la Révolution française)
118	988	\\	$a20020608
118	906	\\	$0MH
			
119	LDR		01094cam a2200277 a 4500
119	001		008104892-0
119	005		20024617112054.0
119	008		980114s1996\\\\cc\a\\\\\\\\\\000\0\chi\d
119	020	\\	$a7200029130 :$cRMBY37.00
119	035	0\	$aocm38201495
119	040	\\	$aIU$cIU$dMH-HY$dCStRLIN
119	100	1\	$6880-01$aZhang, Bingshu.
119	245	10	$6880-02$aNalan ci jian zhu /$cZhang Bingshu zhu.
119	250	\\	$6880-03$aDi 1 ban.
119	260	\\	$6880-04$aBeijing :$bBeijing chu ban she :$bXin hua shu dian Beijing fa xing suo fa xing,$c1996.
119	300	\\	$a15, 627 p., [4] p. of plates :$bill. ;$c21 cm.
119	600	10	$6880-05$aNalan, Xingde,$d1655-1685$xCriticism and interpretation.
119	700	12	$6880-06$aNalan, Xingde,$d1655-1685.$tPoems.
119	880	1\	$6100-01$a张秉戍.
119	880	10	$6245-02$a纳兰词箋注 /$c张秉戍著.
119	880	\\	$6250-03$a第1版.
119	880	\\	$6260-04$a北京 :$b北京出版社 :$b新华书店北京发行所发行,$c1996.
119	880	10	$6600-05$a纳蘭性德,$d1655-1685$xCriticism and interpretation.
119	880	12	$6700-06$a纳蘭性德,$d1655-1685$tPoems.
119	988	\\	$a20021120
119	906	\\	$0OCLC
			
120	LDR		00971ctm a2200277Ki 4500
120	001		008104992-7
120	005		20070206093835.0
120	008		990610s1781\\\\cc\\\\\\\\\\\\000\0\chi\d
120	035	0\	$aocm41518708
120	040	\\	$aYNH$cYNH$dOCLCQ$dHMY
120	245	00	$6880-01$aNü xue zuan :$b2 juan /$cKang Jiyuan ji zhu.
120	260	\\	$6880-02$a[China :$bs.n.],$cQing Qianlong xin chou [46 nian, 1781] shi.
120	300	\\	$a3 v.
120	500	\\	$aHart collection, in rare books room.
120	500	\\	$aDouble leaves, oriental style, in case.
120	650	\0	$aWomen$xConduct of life.
120	650	\0	$aWomen$xSocial and moral questions.
120	700	1\	$6880-03$aKang, Jiyuan,$djin shi 1752,$eed.
120	880	00	$6245-01$a女學纂 :$b二卷 /$c康基淵輯註.
120	880	\\	$6260-02$a[China :$bs.n.],$c清乾隆辛丑 [46年, 1781] 識.
120	880	\\	$6500-00$a七行, 二〇字.
120	880	\\	$6500-00$a傳鈔本.
120	880	1\	$6700-03$a康基淵,$djin shi 1752,$eed.
120	988	\\	$a20021123
120	049	\\	$aHMYY
120	906	\\	$0MH
			
121	LDR		01674cam a2200409 a 4500
121	001		008105092-5
121	005		20024617122813.0
121	008		990528s1999\\\\ja\acf\\\\\\\\000\0ajpn\d
121	020	\\	$a4820543334
121	020	\\	$a4820543261 (20 v. set)
121	035	0\	$aocm41448237
121	040	\\	$aPPiU$cPPiU$dCU$dMH-HY$dCStRLIN
121	043	\\	$aa-ja---$an-us---
121	050	\4	$aPN2928.H35$bA3 1999x
121	100	1\	$6880-01$aHayakawa, Sesshū,$d1889-1973.
121	245	10	$6880-02$aHayakawa Sesshū :$bMusha shugyō sekai o yuku /$c[chosha Hayakawa Sesshū].
121	246	30	$6880-03$aMusha shugyō sekai o yuku
121	260	\\	$6880-04$aTōkyō :$bNihon Tosho Sentā,$c1999.
121	300	\\	$a273 p., 1 leaf of plates :$bill., ports. ;$c20 cm.
121	490	1\	$6880-05$aNingen no kiroku ;$v87
121	500	\\	$6880-06$aBased on: Musha shugyō sekai o yuku: Jitsugyō no Nihonsha, 1959.
121	600	10	$6880-07$aHayakawa, Sesshū,$d1889-1973.
121	650	\0	$aBiography$y20th century$xJapanese.
121	650	\0	$aMotion picture actors and actresses$zJapan$vBiography.
121	650	\0	$aActors$zJapan$vBiography.
121	650	\0	$aActors$zUnited States$vBiography.
121	880	1\	$6100-01$a早川雪洲,$d1889-1973.
121	880	10	$6245-02$a早川雪洲 :$b武者修行世界をゆく /$c[著者早川雪洲].
121	880	30	$6246-03$a武者修行世界をゆく
121	880	\\	$6260-04$a東京 :$b日本図書センター,$c1999.
121	880	1\	$6490-05$a人間の記錄 ;$v87
121	880	\\	$6500-06$aBased on: 武者修行世界をゆく: 実業之日本社, 1959.
121	880	10	$6600-07$a早川雪洲,$d1889-1973.
121	830	\0	$6880-55$aNingen no kiroku ;$v87.
121	880	\0	$6830-55$a人間の記錄 ;$v87.
121	988	\\	$a20021216
121	906	\\	$0OCLC
			
122	LDR		01136cam a2200325 a 4500
122	001		008105194-8
122	005		20024617124222.0
122	008		980129s1995\\\\ko\ac\\\\b\\\\000\1\kor\d
122	020	\\	$a890003541X
122	035	0\	$aocm38286539
122	040	\\	$aCLU$cCLU$dMH-HY$dCStRLIN
122	100	1\	$6880-01$aPak, Tʻae-wŏn,$d1909-1986.
122	240	10	$aWorks.$kSelections.$f1995
122	245	10	$6880-02$aSŏngtʻanje oe /$cPak Tʻae-wŏn.
122	246	30	$6880-03$aSŏngtʻanje
122	250	\\	$6880-04$aChʻopʻan.
122	260	\\	$6880-05$aSŏul Tʻŭkpyŏlsi :$bTonga Chʻulpʻansa,$c1995.
122	300	\\	$a549 p. :$bill., ports. ;$c23 cm.
122	490	1\	$6880-06$aHanʼguk sosŏl munhak taegye ;$v19
122	504	\\	$aIncludes bibliographical references.
122	880	1\	$6100-01$a박태원,$d1909-
122	880	10	$6245-02$a성탄제外 /$c박태원.
122	880	30	$6246-03$a성탄제
122	880	\\	$6250-04$a초판.
122	880	\\	$6260-05$a서울특별시 :$b동아출판사,$c1995.
122	880	1\	$6490-06$a한국소설문학대계 ;$v19
122	830	\0	$6880-56$aHanʼguk sosŏl munhak taegye ;$v19.
122	880	\0	$6830-56$a한국소설문학대계 ;$v19.
122	988	\\	$a20021221
122	906	\\	$0OCLC
			
123	LDR		00773nam a2200205ui 4500
123	001		008105297-9
123	005		20024617111505.0
123	008		961003m19609999cc\a\\\j\\\\\\000\0\chi\d
123	035	0\	$aocm35674732
123	040	\\	$aNIC$cNIC$dMH-HY$dCStRLIN
123	110	2\	$6880-01$aZhongguo shao nian er tong chu ban she.
123	245	10	$6880-02$aWo men ai ke xue /$cZhongguo shao nian er tong chu ban she bian ji.
123	260	\\	$6880-03$aBeijing :$b[Zhongguo shao nian er tong chu ban she],$c1960-
123	300	\\	$av. :$bill. ;$c19 cm.
123	650	\0	$aScience$vJuvenile literature.
123	880	2\	$6110-01$a中國少年兒童出版社.
123	880	10	$6245-02$a我們愛科学 /$c中國少年兒童出版社編輯.
123	880	\\	$6260-03$a北京 :$b[中國少年兒童出版社],$c1960-
123	988	\\	$a20021109
123	906	\\	$0OCLC
			
124	LDR		01398nam a22003618a 4500
124	001		008105398-3
124	005		20020606104010.5
124	008		981119s1999\\\\nyu\\\\\\\\\\\000\1\eng\\
124	010	\\	$a   98053465 
124	020	\\	$a0375502300 (alk. paper)
124	035	0\	$aocm40408904
124	040	\\	$aDLC$cDLC
124	043	\\	$an-us-sd
124	050	00	$aPS3570.R68$bF76 1999
124	082	00	$a813/.54$221
124	100	1\	$aTroy, Judy,$d1951-
124	245	10	$aFrom the Black Hills /$cJudy Troy.
124	250	\\	$a1st ed.
124	260	\\	$aNew York :$bRandom House,$c1999.
124	300	\\	$a283 p. ;$c22 cm.
124	520	\\	$aIn North Dakota Mike Newlin's father, an insurance agent, kills his secretary-lover and disappears. The police investigation reveals aspects of the father Mike was unaware of. A look at the impact on a son of such an event.
124	650	\0	$aFathers and sons$vFiction.
124	650	\0	$aMissing persons$vFiction.
124	650	\0	$aTeenage boys$vFiction.
124	650	\0	$aMurder$vFiction.
124	651	\0	$aSouth Dakota$vFiction.
124	655	\0	$aDomestic fiction.
124	655	\7	$aBildungsromans.$2gsafd
124	655	\7	$aDomestic fiction.$2lcgft
124	776	08	$iOnline version:$aTroy, Judy, 1951-$tFrom the Black Hills.$b1st ed.$dNew York : Random House, ©1999$w(OCoLC)607275640
124	776	08	$iOnline version:$aTroy, Judy, 1951-$tFrom the Black Hills.$b1st ed.$dNew York : Random House, ©1999$w(OCoLC)607825860
124	988	\\	$a20020608
124	906	\\	$0DLC
			
125	LDR		00543nas a22001817a 4500
125	001		008105500-5
125	005		20020606104010.5
125	008		940926s19uu9999is\||\|\\\\\\|||||||heb|d
125	110	2\	$aAl-sam, ha-Agudah le-milḥamah ba-samim (Israel)
125	245	10	$aSikum peʻilut ...
125	260	\\	$aTel Aviv :$bAl sam, ha-Agudah le-milḥamah ba-samim,
125	310	\\	$aAnnual.
125	500	\\	$aCover title.
125	650	\0	$aDrug abuse$zIsrael$vPeriodicals.
125	650	\0	$aDrug abuse$zIsrael$xPrevention$vPeriodicals.
125	752	\\	$aIsrael$dTel Aviv
125	988	\\	$a20020608
125	906	\\	$0MH
			
126	LDR		00953cam a2200277Ia 4500
126	001		008105601-X
126	005		20151208140305.0
126	008		020314s1998\\\\un\\\\\\\b\\\\000\0dukrod
126	035	0\	$aocm49314822
126	040	\\	$aUAB$beng$cUAB$dOCLCQ$dOCLCF$dOCLCQ$dOCLCO
126	043	\\	$ae-un---
126	050	\4	$aDK508.9.G35$bD73 1998
126	100	1\	$aDrabchuk, Ivan.
126	245	10	$aNepiznana mynuvshyna :$bistorychni narysy /$cIvan Drabchuk.
126	260	\\	$aIvano-Frankivsʹk :$b""Vpered"",$c1998.
126	300	\\	$a64 pages ;$c20 cm
126	336	\\	$atext$btxt$2rdacontent
126	337	\\	$aunmediated$bn$2rdamedia
126	338	\\	$avolume$bnc$2rdacarrier
126	500	\\	$a""1100-richchi͡u Halycha prysvi͡achui͡etʹsi͡a.""
126	504	\\	$aIncludes bibliographical references (page 13).
126	651	\0	$aGalicia, Eastern (Ukraine)$xHistory.
126	651	\0	$aHalyt͡sʹko-Volynsʹke kni͡azivstvo$xHistory.
126	651	\0	$aHalyt͡sʹko-Volynsʹke kni͡azivstvo$vBiography.
126	988	\\	$a20020608
126	906	\\	$0OCLC
			
127	LDR		00656nas a22002294a 4500
127	001		008105707-5
127	005		20020606104010.5
127	008		990722c19919999au\uu\\\\\\\\\0\\\\0ger\d
127	010	\\	$asn 99032621 
127	022	\\	$a1024-1922
127	035	0\	$aocm41941074
127	040	\\	$aHLS$cHLS
127	042	\\	$alcd
127	050	14	$aTR1$b.E55
127	130	0\	$aEikon (Vienna, Austria)
127	245	00	$aEikon :$binternationale Zeitschrift für Photographie & Medienkunst.
127	260	\\	$aWien :$bTriton-Verl.,
127	362	1\	$aBegan with Heft 1 (1991)
127	500	\\	$aDescription based on: Heft 26/27 (1998/1999); title from cover.
127	650	\0	$aPhotography$vPeriodicals.
127	988	\\	$a20020608
127	906	\\	$0MH
			
128	LDR		01256cjm a2200349I  4500
128	001		008105810-1
128	005		20060724141324.0
128	008		770909s1971\\\\gw\munn\\gi\\\\\\\n\zxx\\
128	010	\\	$a   73761445 
128	028	02	$aSAWT 9576-B$bTelefunken
128	035	0\	$aocm03253137
128	040	\\	$aDLC$cXFM$dOCL$dHLS
128	041	0\	$eengger
128	047	\\	$apv$asu$ari$ats
128	050	1\	$aM990
128	245	00	$aConsortmusik auf Originalinstrumenten.$h[sound recording] :
128	260	\\	$aHamburg :$bTelefunken,$c[1971?]
128	300	\\	$a1 disc.$b33 1/3 rpm. stereo.$c12 in.
128	336	\\	$aperformed music$bprm$2rdacontent
128	337	\\	$aaudio$bs$2rdamedia
128	338	\\	$aaudio disc$bsd$2rdacarrier
128	490	1\	$aDas Alte Werk
128	500	\\	$aProgram notes in German and English on container.
128	505	0\	$aDowland, J. Pavan in C.--Lawes, W. Suite Nr. 1 in c.--Cooper, J. Fantasia. Suite.--Simpson, T. Ricercar ""Bonny sweet Robin.""--Purcell, H. Triosonate VI in g.
128	511	0\	$aLeonhardt-Consort; Gustav Leonhardt, harpsichord and conductor.
128	518	\\	$aRecorded in Westzaan, Holland, Nov. 1970.
128	650	\7	$aChamber music.$2fast
128	700	1\	$aLeonhardt, Gustav,$d1928-2012.$4cnd
128	710	2\	$aLeonhardt-Consort.$4prf
128	830	\4	$aDas Alte Werk.
128	988	\\	$a20020608
128	906	\\	$0DLC
			
129	LDR		00591njm a22001937u 4500
129	001		008105916-7
129	005		20090908175221.0
129	008		831117s1999\\\\is\||||\||||||\|||\\heb|d
129	028	02	$a2101002$bHed Arzi
129	035	0\	$aocm41609926
129	100	1\	$aMadiʼal, Geʼulah.
129	245	10	$aShevuʻat ohavim$hsound recording /$cGeʾulah Madiʾal.
129	260	0\	$aOr Yehudah :$bHed Arzi,$c1999.
129	300	\\	$a1 sound disc :$bdigital, stereo. ;$c4 3/4 in.
129	546	\\	$aWords of songs in Hebrew printed on insert.
129	650	\0	$aSongs, Hebrew$zIsrael.
129	655	\7	$aCompact discs.$2lcsh
129	988	\\	$a20020608
129	906	\\	$0MH
			
130	LDR		00886cam a2200277 a 4500
130	001		008106020-3
130	005		20020606104010.5
130	008		990308s1999\\\\nyu\\\\\\b\\\\001\0\eng\\
130	010	\\	$a   99024892 
130	020	\\	$a041592278X
130	020	\\	$a0415922798 (pbk.)
130	035	0\	$aocm41070808
130	040	\\	$aDLC$cDLC$dDLC
130	050	00	$aD16.8$b.R343 1999
130	082	00	$a901$221
130	245	00	$aReconstructing history :$bthe emergence of a new historical society /$cedited by Elizabeth Fox-Genovese & Elisabeth Lasch-Quinn.
130	260	\\	$aNew York :$bRoutledge,$cc1999.
130	300	\\	$axxii, 377 p. ;$c24 cm.
130	504	\\	$aIncludes bibliographical references.
130	650	\0	$aHistory$xPhilosophy.
130	650	\0	$aSocial sciences and history.
130	650	\0	$aIntellectual life$xHistory.
130	700	2\	$aFox-Genovese, Elizabeth,$d1941-2007.
130	700	2\	$aLasch-Quinn, Elisabeth.
130	988	\\	$a20020608
130	906	\\	$0DLC
			
131	LDR		00678cas a2200217ui 4500
131	001		008106125-0
131	005		20020604113839.0
131	008		001110d19231951ja\qr\p\\\\\\\0\\|\0jpn\d
131	035	0\	$aocm45323317
131	040	\\	$a*YNH*$c*YNH*$dCStRLIN
131	245	00	$6880-01$aShōgyō keizai ronsō.
131	260	\\	$6880-02$aNagoya :$bNagoya Keizai Senmon Gakkō Shōgyō Keizai Gakkai.
131	300	\\	$av. ;$c22 cm.
131	310	\\	$aQuarterly
131	362	0\	$a1923-1951.
131	710	2\	$6880-03$aShōgyō Keizai Gakkai.
131	880	00	$6245-01$a商業經濟論叢.
131	880	\\	$6260-02$a名古屋 :$b名古屋経済専門学校商業経済学会.
131	880	2\	$6710-03$a商業経済学会.
131	988	\\	$a20021201
131	906	\\	$0MH
			
132	LDR		00561nam a2200205Ma 4500
132	001		008106227-3
132	005		20020606104010.5
132	008		990303s1998\\\\ne\\\\\\\\\\\\000\0adut\c
132	020	\\	$a9075888074
132	035	0\	$aocm41915727
132	040	\\	$aCOO$cCOO$dHLS
132	050	\4	$aDS643.22.H85$bA3 1998
132	100	1\	$aHulscher, W. S.
132	245	10	$aBanjak tjoem :$bJavaanse impressies /$cWim Hulscher.
132	260	\\	$aDen Haag :$bUnited Ideaz,$c1998.
132	300	\\	$a143 p. ;$c21 cm.
132	600	10	$aHulscher, W. S.
132	650	\0	$aDutch$zIndonesia$vBiography.
132	988	\\	$a20020608
132	906	\\	$0OCLC
			
133	LDR		00630nam a2200217 a 4500
133	001		008106329-6
